0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,Patient_id
10.088851,0.0,0.0,12.057711,0.0,9.934253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.239678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.680759,0.0,31.058228,0.0,0.0,8.584269,24.77095,0.0,0.0,0.0,0.0,0.0,45.84771,0.0,0.0,9.014937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.682275,0.0,9.279574,0.0,0.0,0.0,8.335601,0.0,15.658145,0.0,0.0,0.0,0.0,58.310226,0.0,0.0,10.500528,0.0,21.444057,7.180202,0.0,0.0,0.0,5.891892,0.0,0.0,7.803003,0.0,8.347284,7.966533,11.311402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.354715,0.0,5.1789374,9.5782,40.761074,0.0,0.0,0.0,0.0,1.3366793,0.0,0.0,0.0,0.0,0.0,35.0422,0.0,0.0,0.0,10.077728,0.0,0.0,0.0,7.1538033,47.443714,LIDC-IDRI-0011_1_roi.npy
15.093306,0.0,0.0,8.31913,0.0,10.687738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.920046,0.0,14.031119,0.0,0.0,10.160042,13.388109,0.0,0.0,0.0,0.0,0.0,13.512078,0.0,0.0,10.592883,0.0,0.0,0.0,0.0,28.095716,0.0,0.0,0.0,0.0,20.080896,0.0,10.172057,0.0,0.0,0.0,8.494727,0.0,10.511648,0.0,0.0,0.0,0.0,10.671356,0.0,0.0,10.649082,0.0,8.978754,10.814681,0.0,0.0,0.0,12.36684,0.0,0.0,10.333554,0.0,9.683057,10.173443,13.253046,0.0,0.0,0.0,0.0,0.24341305,0.0,0.0,0.0,2.9895225,0.0,0.0,0.0,0.0,0.0,0.0,18.656925,0.0,10.275694,0.0,5.2038307,9.772413,23.023357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.963984,0.0,0.0,0.0,10.713939,0.0,0.0,0.0,7.598697,27.684126,LIDC-IDRI-0011_2_roi.npy
23.095114,0.0,0.0,0.0,0.0,13.151529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.744071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3196387,0.0,34.34828,0.0,0.0,11.167281,32.075394,0.0,0.0,0.0,0.0,0.0,61.28967,0.0,0.0,11.921546,0.0,11.053918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.522686,0.0,12.564008,0.0,0.0,0.0,16.06442,0.0,12.323426,0.0,0.0,0.0,0.0,43.237476,0.0,0.0,13.392504,0.0,23.017494,20.955486,0.0,0.0,0.0,23.907185,0.0,0.0,11.408657,0.0,11.483789,9.71044,8.228801,0.0,0.0,0.0,0.0,26.265013,0.0,0.0,0.0,36.116604,0.0,0.0,0.0,0.0,0.0,0.0,37.364803,0.0,10.456945,0.0,5.878283,10.701459,51.53763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.229412,0.0,0.0,0.0,15.418428,0.0,0.0,0.0,5.344788,60.62626,LIDC-IDRI-0011_3_roi.npy
16.939798,0.0,0.0,0.0,0.0,7.703357,0.0,0.0,0.0,14.714674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.916716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.488987,0.0,12.088255,0.0,0.0,7.801123,12.245163,0.0,0.0,0.0,0.0,0.0,24.227245,0.0,0.0,7.5478168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8216777,0.0,0.0,0.0,8.974811,0.0,8.456378,0.0,0.0,0.0,0.0,22.650156,0.0,0.0,7.4464703,0.0,8.731438,7.3455863,0.0,0.0,0.0,8.797663,0.0,0.0,7.452774,0.0,7.239346,11.012669,10.362413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7364073,0.0,7.6261106,7.736599,32.370014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.845999,0.0,0.0,0.0,7.762682,0.0,0.0,0.0,9.1007395,38.172104,LIDC-IDRI-0011_4_roi.npy
0.0,0.0,0.0,8.079799,0.0,7.96988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.556664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.126215,0.0,8.701993,36.89213,0.0,7.5595245,9.40564,0.0,0.0,0.0,0.0,0.0,15.257553,0.0,0.0,7.5125604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.592336,0.0,7.0178237,0.0,0.0,0.0,10.587939,0.0,7.2606144,0.0,0.0,0.0,0.0,14.179937,0.0,0.0,7.7163377,0.0,15.123699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.608233,0.0,7.188791,5.576267,4.85845,0.0,0.0,0.0,0.0,2.1688333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7151299,14.056048,7.5812945,0.0,7.9627976,6.957625,28.432657,0.0,0.0,0.0,0.0,39.05855,0.0,0.0,0.0,0.0,0.0,27.082058,0.0,0.0,0.0,7.2910824,0.0,0.0,0.0,7.017843,38.461452,LIDC-IDRI-0011_5_roi.npy
16.624514,0.0,0.0,0.0,0.0,5.081899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9943395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.695493,0.0,12.337697,0.0,0.0,6.3961654,7.0436015,0.0,0.0,0.0,0.0,0.0,26.828327,0.0,0.0,6.064196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.810008,0.0,0.0,0.0,4.3091707,0.0,5.7309184,0.0,0.0,0.0,0.0,30.743725,0.0,0.0,4.6282687,0.0,21.946386,6.8175817,0.0,0.0,0.0,11.036416,0.0,0.0,6.0068917,0.0,5.0452666,9.887308,11.708893,0.0,0.0,0.0,0.0,1.7186929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.126875,0.0,5.4768004,5.1542974,27.754457,0.0,0.0,0.0,0.0,13.703006,0.0,0.0,0.0,0.0,0.0,23.397291,0.0,0.0,0.0,5.2610817,0.0,0.0,0.0,7.6469007,36.56498,LIDC-IDRI-0011_6_roi.npy
8.294168,0.0,0.0,0.0,0.0,7.365923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.636548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.720175,0.0,19.980207,13.87497,0.0,5.9577303,8.813538,0.0,0.0,0.0,0.0,0.0,30.95824,0.0,0.0,5.4695144,0.0,4.2983274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.54694,0.0,0.0,0.0,6.4943604,0.0,11.4003935,0.0,0.0,0.0,0.0,34.83884,0.0,0.0,6.908686,0.0,28.214008,8.908388,0.0,0.0,0.0,6.5446944,0.0,0.0,5.855202,0.0,6.9875712,10.160099,10.039292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9798965,0.0,9.098227,6.066233,56.235146,0.0,0.0,0.0,0.0,57.082005,0.0,0.0,0.0,0.0,0.0,47.032375,0.0,0.0,0.0,8.337871,0.0,0.0,0.0,9.943949,69.59279,LIDC-IDRI-0011_7_roi.npy
0.0,0.0,0.0,33.55617,0.0,8.63447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.793604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3646145,0.0,5.7354007,6.7054214,0.0,8.828273,7.315887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.948801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.363341,0.0,0.0,0.0,10.700941,0.0,11.489469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.498764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.477171,0.0,8.97332,9.735134,11.696391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.809159,9.469805,0.0,8.800114,8.918589,13.51252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.832273,0.0,0.0,0.0,9.325016,0.0,0.0,0.0,8.7476425,19.832167,LIDC-IDRI-0012_1_roi.npy
0.8249707,0.0,0.0,0.0,0.0,4.4376154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.956801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8329077,0.0,17.857964,0.0,0.0,3.8400378,10.170063,0.0,0.0,0.0,0.0,0.0,28.15181,0.0,0.0,4.1743765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.655689,0.0,4.318368,0.0,0.0,0.0,0.0,0.0,6.511999,0.0,0.0,0.0,0.0,34.126045,0.0,0.0,4.5856504,0.0,16.592741,0.16028382,0.0,0.0,0.0,0.0,0.0,0.0,3.8931587,0.0,2.2638912,3.887138,4.5372467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9418814,0.0,3.1033874,4.3531637,32.76619,0.0,0.0,0.0,0.0,5.4339743,0.0,0.0,0.0,0.0,0.0,27.45063,0.0,0.0,0.0,5.03571,0.0,0.0,0.0,3.0776906,37.50252,LIDC-IDRI-0012_2_roi.npy
9.179975,0.0,0.0,0.0,0.0,12.502608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.635962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59469,0.0,24.416792,0.0,0.0,12.002653,20.932644,0.0,0.0,0.0,0.0,0.0,25.98707,0.0,0.0,13.150424,0.0,0.38246915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.938482,0.0,12.4657955,0.0,0.0,0.0,8.035633,0.0,16.81766,0.0,0.0,0.0,0.0,41.823124,0.0,0.0,12.81538,0.0,10.557776,10.774158,0.0,0.0,0.0,8.535459,0.0,0.0,11.9989,0.0,11.520001,12.956086,15.803533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.549438,0.0,9.660656,12.785271,28.685165,0.0,0.0,0.0,0.0,8.050993,0.0,0.0,0.0,0.0,0.0,22.832882,0.0,0.0,0.0,12.653593,0.0,0.0,0.0,11.33152,34.26638,LIDC-IDRI-0012_3_roi.npy
