0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,Patient_id
18.479391,0,0,0,0,5.7010612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.220463,0,0,37.58493,0,5.4281964,0,0,0,0,0,0,7.338166,0,0,3.736829,0,0,0,0,6.8032556,0,0,0,0,13.915421,0,5.1028914,0,0,0,9.023337,0,0,0,0,0,0,0,0,0,4.7922807,0,0,13.008005,0,0,0,16.870613,0,0,5.4484167,0,5.268869,3.11208,3.8246756,0,0,0,0.28563213,27.394556,0,0,15.698144,3.0675962,0,0,0,0,0,0,2.970437,0,3.6375074,0,4.479951,3.66498,32.42998,0,0,0,0,16.877934,0,0,0,0,0,28.54961,0,0,0,6.174443,0,0,0,3.3514647,40.08214,LIDC-IDRI-0001_agumt_1_1_roi.npy
14.832818,0,0,22.23184,0,10.181268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.493177,0,0,0,0,0,0,0,0,0,7.45715,0,16.909258,0,0,9.270459,14.515013,0,0,0,0,0,23.623404,0,0,9.428618,0,0,0,0,0,0,0,0,0,19.969948,0,9.460696,0,0,0,7.2021837,0,16.453262,0,0,0,0,19.516058,0,0,9.605334,0,3.3730145,13.82956,0,0,0,14.69637,0,0,9.547212,0,9.332014,8.179112,5.85322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.088517,9.14995,0,4.8128295,9.688421,33.577423,0,0,0,0,0,0,0,0,0,0,26.689173,0,0,0,11.1579485,0,0,0,3.188538,41.645283,LIDC-IDRI-0001_agumt_2_1_roi.npy
22.191488,0,0,0,0,2.422946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.305935,0,0,49.239998,0,3.2557232,0,0,0,0,0,0,11.633447,0,0,0.9152351,0,0,0,0,7.539061,0,0,0,0,15.238988,0,2.9267578,0,0,0,7.055357,0,0,0,0,0,0,0,0,0,2.1875782,0,0,15.632801,0,0,0,20.367863,0,0,2.905107,0,2.3704324,1.4980152,2.3139782,0,0,0,0,33.918797,0,0,18.039118,7.500642,0,0,0,0,0,0,5.893905,0,0.9594944,0,2.2840471,0.801021,36.88188,0,0,0,0,24.87326,0,0,0,0,0,33.309185,0,0,0,3.2416835,0,0,0,2.3377416,44.661186,LIDC-IDRI-0001_agumt_4_1_roi.npy
20.362093,0,0,0,0,3.3243668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.441805,0,0,30.843822,0,3.1130762,0,0,0,0,0,0,8.028575,0,0,1.1996506,0,0,0,0,2.479107,0,0,0,0,17.923223,0,2.930217,0,0,0,6.756226,0,0,0,0,0,0,0,0,0,2.59933,0,0,15.017948,0,0,0,18.79134,0,0,3.0810614,0,2.7460423,0.24378167,1.3710825,0,0,0,2.0464196,30.12192,0,0,13.894716,0.5517816,0,0,0,0,0,0,0.3067996,0,1.2591243,0,1.7339807,1.3138865,35.39379,0,0,0,0,16.558748,0,0,0,0,0,31.878033,0,0,0,4.1316247,0,0,0,0.9884729,42.992928,LIDC-IDRI-0001_agumt_5_1_roi.npy
30.245502,0,0,0,0,6.7594876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7955885,0,0,0,0,0,0,0,0,0,4.3403177,0,6.59167,52.55492,0,4.6361246,14.578438,0,0,0,0,0,18.954882,0,0,4.1822424,0,0,0,0,19.564993,0,0,0,0,24.914762,0,6.066586,0,0,0,10.692245,0,1.5319855,0,0,0,0,0,0,0,7.2899303,0,0,26.535374,0,0,0,25.429611,0,0,4.6686826,0,6.5778747,1.2627795,0,0,0,0,0,19.89725,0,0,0,4.163172,0,0,0,0,0,0,0,0,3.2280025,0,6.720262,5.8078284,49.567825,0,0,0,0,15.39873,0,0,0,0,0,45.2755,0,0,0,7.2322636,0,0,0,6.4227033,58.3699,LIDC-IDRI-0002_agumt_1_1_roi.npy
36.148056,0,0,0,0,9.095739,0,0,0,16.061247,0,0,0,0,0,0,0,0,0,0,1.9554317,0,0,0,0,0,0,0,0,0,10.264794,0,1.0378008,70.32743,0,7.808426,5.6710987,0,0,0,0,0,11.491005,0,0,7.7059283,0,0,0,0,0.50846225,0,0,0,0,16.156322,0,8.722651,0,0,0,14.889327,0,0.6620603,0,0,0,0,0,0,0,9.203527,0,0,22.23171,0,0,0,28.337055,0,0,6.9529023,0,8.567637,7.059789,3.7255063,0,0,0,0,22.852053,0,0,21.313406,0,0,0,0,0,0,0,0,0,6.027878,0,7.4542656,8.133503,50.600224,0,0,0,0,10.447286,0,0,0,0,0,47.70155,0,0,0,8.293347,0,0,0,10.1092205,62.783436,LIDC-IDRI-0002_agumt_2_1_roi.npy
24.977997,0,0,0,0,6.797483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6265643,0,0,0,0,0,0,0,0,0,4.532059,0,0,73.0803,0,3.7892919,5.188614,0,0,0,0,0,11.801732,0,0,3.400617,0,0,0,0,16.207155,0,0,0,0,21.266993,0,5.4988546,0,0,0,9.929829,0,0,0,0,0,0,0,0,0,7.1108093,0,0,17.249725,0,0,0,19.409967,0,0,4.5872674,0,5.8631163,1.0463759,0,0,0,0,0,20.113369,0,0,7.097988,9.101056,0,0,0,0,0,0,0,0,2.1905549,0,6.068862,4.7376094,53.29236,0,0,0,0,12.749773,0,0,0,0,0,46.696827,0,0,0,6.4382567,0,0,0,6.597351,62.018238,LIDC-IDRI-0002_agumt_4_1_roi.npy
29.652714,0,0,0,0,4.636649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30262545,0,0,0,0,0,0,0,0,0,3.9911184,0,0,62.688995,0,2.0052326,7.9175305,0,0,0,0,0,12.8478365,0,0,1.4143442,0,0,0,0,11.908792,0,0,0,0,27.595367,0,3.799658,0,0,0,9.251339,0,0,0,0,0,0,0,0,0,4.8434486,0,0,22.674103,0,0,0,24.959017,0,0,3.0516748,0,3.8046,0.07827324,0,0,0,0,0,23.032135,0,0,16.984236,5.206058,0,0,0,0,0,0,0,0,0.48084855,0,4.554813,2.5977728,53.384605,0,0,0,0,9.759484,0,0,0,0,0,48.931248,0,0,0,5.2191873,0,0,0,5.2015033,62.288853,LIDC-IDRI-0002_agumt_5_1_roi.npy
14.281323,0,0,0,0,16.345318,0,0,0,15.425582,0,0,0,0,0,0,0,0,0,0,15.333195,0,0,0,0,0,0,0,0,0,15.510023,0,13.450406,0,0,14.051984,20.632723,0,0,0,0,0,21.603617,0,0,13.737853,0,0,0,0,0,0,0,0,0,6.0413904,0,15.188208,0,0,0,20.618069,0,14.64332,0,0,0,0,7.016331,0,0,15.844691,0,0.22017974,8.14548,0,0,0,13.712289,0,0,14.478647,0,15.294918,13.034431,11.560404,0,0,0,0,15.415355,0,0,33.576996,2.6872492,0,0,0,0,0,0,3.7804236,0,13.967142,0,13.312638,14.730803,27.41311,0,0,0,0,0,0,0,0,0,0,23.337986,0,0,0,17.559883,0,0,0,14.142176,29.358862,LIDC-IDRI-0003_agumt_1_2_roi.npy
0,0,0,40.36417,0,5.7667603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2254095,0,0,0,0,0,0,0,0,0,3.5987473,0,7.6128154,0,0,7.943729,8.710212,0,0,0,0,0,3.2921515,0,0,7.554356,0,0,0,0,0,0,0,0,0,0,0,6.2608256,0,0,0,6.988667,0,13.169971,0,0,0,0,4.8993874,0,0,5.73616,0,0,0,0,0,0,0,0,0,7.4351034,0,6.3341527,3.7445982,2.4296865,0,0,0,0,0,0,0,11.479644,0,0,0,0,0,0,0,0,16.962185,8.0455065,0,5.735305,6.7413697,19.632586,0,0,0,0,0,0,0,0,0,0,16.344145,0,0,0,6.776702,0,0,0,3.0089514,24.900331,LIDC-IDRI-0003_agumt_1_3_roi.npy
